1000;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it
9002;Delete;Löschen;Sil;Delete;NA;NA;NA;NA
9003;Options;Optionen;Seçenekler;Options;NA;NA;NA;NA
9004;Contact us;Kontakt;Iletişim;Contact us;NA;NA;NA;NA
9005;Guest WiFi;Gast W-LAN;Misafir WiFi;Guest WiFi;NA;NA;NA;NA
9006;Diagnosis;Diagnose;Teşhis;Diagnosis;NA;NA;NA;NA
9007;Voicemails;Nachrichten;Mesajlar;Voicemails;NA;NA;NA;NA
9008;NA;NA;NA;Next;NA;NA;NA;NA
9009;More data;Mehr Information;Diğer bilgi;;NA;NA;NA;NA
1101;Delete;Löschen;Sil;Delete;NA;NA;NA;NA
1102;Delete All;Alles löschen;Tümünü sil;Delete All;NA;NA;NA;NA
1103;Cancel;Abbruch;İptal;Cancel;NA;NA;NA;NA
1104;Yes;Ja;Evet;Yes;NA;NA;NA;NA
1105;Cancel;Abbruch;İptal;Cancel;NA;NA;NA;NA
1106;OK;OK;Tamam;OK;NA;NA;NA;NA
1107;Apply;Bestätigen;Uygula;Apply;NA;NA;NA;NA
1108;Voicemail;Nachrichten;Mesajlar;Voicemail;NA;NA;NA;NA
1109;Close;Schließen;Kapat;Close;NA;NA;NA;NA
1201;Chris Ashley is calling…;Chris Ashley ruft an..;Chris Ashley arıyor...;Chris Ashley is calling…;NA;NA;NA;NA
1202;Unknown is calling…;Unbekannt ruft an..;Anonim arıyor...;Unknown is calling…;NA;NA;NA;NA
1203;Info;Info;Bilgi;Info;NA;NA;NA;NA
1204;LTE is currently not available. Please select the menu Internet for more information.;LTE ist momentan nicht verfügbar.  Weiter Informationen unter dem Menupunkt Internet.;4G şu anda mevcut değil. Daha fazla bilgi için İnternet menüsüne bakınız.;LTE is currently not available. Please select the menu Internet for more information.;NA;NA;NA;NA
1205;%s has connected via WiFi.;%s wurde per W-LAN verbunden.;%s WiFi aracılığıyla bağlandı.;%s has connected via WiFi.;NA;NA;NA;NA
1206;%s has disconnected from the WiFi.;%s wurde vom W-LAN getrennt.;%s WiFi ağından kaldırıldı.;%s has disconnected from the WiFi.;NA;NA;NA;NA
1207;%s has connected via Ethernet.;%s wurde per Ethernet verbunden.;%s Ethernet aracılığıyla bağlandı.;%s has connected via Ethernet.;NA;NA;NA;NA
1208;%s has disconnected from the Ethernet.;%s wurde vom Ethernet getrennt.;%s Ethernet kaldırıldı.;%s has disconnected from the Ethernet.;NA;NA;NA;NA
1209;%s has connected via USB.;%s wurde per USB verbunden.;%s USB aracılığıyla bağlandı.;%s has connected via USB.;NA;NA;NA;NA
1210;%s has disconnected from the USB.;%s wurde vom USB-Port getrennt.;%s USB'den kaldırıldı.;%s has disconnected from the USB.;NA;NA;NA;NA
1211;A Vodafone UMTS Stick has been connected via USB.;Ein Vodafone UTMS-Stick wurde per USB verbunden.;USB aracılığıyla bir Vodafone 3G Stick bağlandı.;A Vodafone UMTS Stick has been connected via USB.;NA;NA;NA;NA
1212;A Vodafone UMTS Stick has been disconnected from the USB.;Ein Vodafone UMTS-Stick wurde vom USB-Port getrennt.;USB'den bir Vodafone 3G Stick kaldırıldı.;A Vodafone UMTS Stick has been disconnected from the USB.;NA;NA;NA;NA
1213;The WiFi network has been enabled through the WiFi schedule.;Das W-LAN wurde durch den W-LAN Zeitplan eingeschaltet.;WiFi ağı, WiFi zaman çizelgesi tarafından açıldı.;The WiFi network has been enabled through the WiFi schedule.;NA;NA;NA;NA
1214;The Wifi network has been disabled through the WiFi schedule.;Das W-LAN wurde durch den W-LAN Zeitplan ausgeschaltet.;WiFi ağı, WiFi zaman çizelgesi tarafından kapatıldı.;The Wifi network has been disabled through the WiFi schedule.;NA;NA;NA;NA
1215;WPS pairing was successful. The device is connected with the EasyBox.;WPS Verbindung war erfolgreich. Das Gerät ist mit der EasyBox verbunden.;WPS bağlantısı başarıyla gerçekleştirildi. Cihaz, EasyBox cihazına bağlandı.;WPS pairing was successful. The device is connected with the EasyBox.;NA;NA;NA;NA
1216;WPS pairing was not successful. Please try again.;WPS Verbindung war nicht erfolgreich. Bitte erneut versuchen.;WPS bağlantısı başarısız. Lütfen tekrar deneyiniz.;WPS pairing was not successful. Please try again.;NA;NA;NA;NA
1217;Firmware image found on USB device. Do you want to upgrade?;Firmware-Datei auf einem USB-Gerät gefunden. Möchten Sie die Firmware aktualisieren?;USB cihazı üzerinde Firmware dosyası bulundu. Firmware güncellemesi yapmak istiyor musunuz?;Firmware image found on USB device. Do you want to upgrade?;NA;NA;NA;NA
1218;Accept internet connection via Vodafone UMTS stick?;Möchten Sie die Internetverbindung über UMTS herstellen?;Internet bağlantınızı 3G üzerine kurmak istiyormusunuz? ;Accept internet connection via Vodafone UMTS stick?;NA;NA;NA;NA
1219;Your Voicemail is full. Please delete some voicemails.;Ihr Anrufbeantworter ist voll. Bitte löschen Sie Nachrichten.;Telesekreteriniz dolmuştur. Lütfen bazı mesajlarınızı siliniz.;Your Voicemail is full. Please delete some voicemails.;NA;NA;NA;NA
1220;Chris Ashley;Chris Ashley;Chris Ashley;Chris Ashley;NA;NA;NA;NA
1221;Unknown;Unbekannt;Anonim;Unknown;NA;NA;NA;NA
1222;is calling...;ruft an..;Arıyor ...;is calling...;NA;NA;NA;NA
1223;Wake Up Call: %s;Wecker: %s;Uyandırma: %s;Wake Up Call: %s;NA;NA;NA;NA
1224;The inserted USB device is not supported.;Das angeschlossene USB Gerät wird nicht unterstützt;Kulanmak istediginiz USB  cihazı desteklenmiyor;The inserted USB device is not supported.;NA;NA;NA;NA
1225;You can't do a firmware update during an ongoing phone call.;Keine Firmware-Aktualisierung möglich während eines Telefongesprächs.;"Telefon görüşmesi 
sırasında Frmware güncelleme 
yapamazsınız.";You can't do a firmware update during an ongoing phone call.;NA;NA;NA;NA
1226;The inserted UMTS stick is not supported.;Der angeschlossene UMTS-Stick wird nicht unterstützt.;Takmış olduğunuz 3G Stick desteklenmiyor.;The inserted UMTS stick is not supported.;NA;NA;NA;NA
1227;EasyBox is checking online for an available firmware upgrade.;Die EasyBox prüft online nach einer verfügbaren Fimware-Aktualisierung;EasyBox yeni Firmware kontrol ediyor.;EasyBox is checking online for an available firmware upgrade.;NA;NA;NA;NA
1228;Your EasyBox is already running the latest firmware.;Ihre EasyBox hat die aktuelle Firmware;EasyBox'unuza en yeni Firmware yüklenmiştir.;Your EasyBox is already running the latest firmware.;NA;NA;NA;NA
1229;A device has been connected via WiFi.;Ein Gerät wurde per W-LAN verbunden.;WiFi aracılığıyla yeni bir cihaz bağlandı.;A device has been connected via WiFi.;NA;NA;NA;NA
1230;A device has been disconnected from the WiFi.;Ein Gerät wurde vom W-LAN getrennt.;WiFi ağından bir cihaz kaldırıldı.;A device has been disconnected from the WiFi.;NA;NA;NA;NA
1231;A device has been connected via Ethernet.;Ein Gerät wurde per Ethernet verbunden.;Ethernet aracılığıyla yeni bir cihaz bağlandı.;A device has been connected via Ethernet.;NA;NA;NA;NA
1232;A device has been disconnected from the Ethernet.;Ein Gerät wurde vom Ethernet getrennt.;Ethernetten bir cihaz kaldırıldı.;A device has been disconnected from the Ethernet.;NA;NA;NA;NA
1233;A device has been connected via USB.;Ein Gerät wurde per USB verbunden.;USB aracılığıyla yeni bir cihaz bağlandı.;A device has been connected via USB.;NA;NA;NA;NA
1234;A device has been disconnected from the USB.;Ein Gerät wurde vom USB-Port getrennt.;USB'den bir cihaz kaldırıldı.;A device has been disconnected from the USB.;NA;NA;NA;NA
1235;NA;NA;NA;"Upgrade in progress...
Please don’t unplug anything as this will interrupt the
process.";NA;NA;NA;NA
1236;NA;NA;NA;To enable Phone services, visit www.vodafone.nz;NA;NA;NA;NA
1237;NA;NA;NA;To enable Message services, visit www.vodafone.nz;NA;NA;NA;NA
1238;NA;NA;NA;No connection found. Please connect ethernet cable.;NA;NA;NA;NA
1239;Data request failed. Please try again later.;Ihre Anfrage ist fehlgeschlagen. Bitte versuchen Sie es später nochmal.;Veri isteği başarısız oldu. Lütfen sonra tekrar deneyiniz.;Data request failed. Please try again later.;NA;NA;NA;NA
1240;Data request failed. You're not using the UMTS network.;Ihre Anfrage ist fehlgeschlagen. Sie nutzen kein UMTS-Netz;Veri isteği başarısız oldu. 3G şebekesini kullanmıyorsunuz.;Data request failed. You're not using the UMTS network.;NA;NA;NA;NA
1241;Data request failed. You're not using the LTE network.;Ihre Anfrage ist fehlgeschlagen. Sie nutzen kein LTE-Netz.;Veri isteği başarısız oldu. 4G şebekesini kullanmıyorsunuz.;Data request failed. You're not using the LTE network.;NA;NA;NA;NA
1301;Downloading Image…;Datei wird heruntergeladen…;Dosya indiriliyor...;Downloading Image…;NA;NA;NA;NA
1302;Firmware upgrade failed. Aborting…;Firmware-Aktualisierung fehlgeschlagen. Abbrechen…;Firmware güncelleme başarısız. İptal ediliyor…;Firmware upgrade failed. Aborting…;NA;NA;NA;NA
1303;Installing Image…;Firmware wird installiert…;Firmware kuruluyor…;Installing Image…;NA;NA;NA;NA
1304;Resetting to factory settings…;Rücksetzen auf Werkseinstellungen…;Fabrika ayarları geri yükleniyor...;Resetting to factory settings…;NA;NA;NA;NA
1305;Restarting…;Neustart…;Yeniden başlatılıyor…;Restarting…;NA;NA;NA;NA
1306;Resetting…;Zurücksetzen…;Sıfırlanıyor…;Resetting…;NA;NA;NA;NA
1307;Firmware upgrade in progress...;Firmware-Aktualisierung wird durchgeführt...;Yeni Firmware yükleniyor...;Firmware upgrade in progress...;NA;NA;NA;NA
1308;Firmware upgrade successful.;Firmware-Aktualisierung war erfolgreich.;Yeni Firmware yüklendi.;Firmware upgrade successful.;NA;NA;NA;NA
1309;Reset to factory defaults performed. Please release Reset button now to restart EasyBox.;Die EasyBox wurde auf Werkseinstellungen zurückgesetzt. Bitte lassen Sie den Reset-Knopf jetzt los, um die EasyBox neu zu starten.;EasyBox´unuz fabrika ayarlarına sıfırlandı. EasyBox´unuzu yeniden başlatmak için şimdi Reset düğmesini bırakın lütfen.;To initiate a factory reset, release the Reset button.;NA;NA;NA;NA
1401;Your EasyBox is successfully configured and all services are available.;Ihre EasyBox ist komplett eingerichtet und alle Dienste stehen zur Verfügung.;EasyBox´unuz başarılı kurulmuştur ve bütün servisler hizmetinizdedir. ;Your EasyBox is successfully configured and all services are available.;NA;NA;NA;NA
1402;FC820: Your EasyBox could not connect to the telephone network but your internet connection is working. Please switch off your device for 3 minutes before switching it on again.;FC820: Die Verbindung zum Telefonnetz ist zur Zeit nicht möglich. Bitte trennen Sie die EasyBox für 3 Minuten vom Netzteil.;FC820: EasyBox´unuz telefon hattına baglantı kuramıyor, ama Internet baglantınız kurulu. Lütfen EasyBox´unuzu 3 dakkika eletirikten ayirin. ;FC820: Your EasyBox could not connect to the telephone network but your internet connection is working. Please switch off your device for 3 minutes before switching it on again.;NA;NA;NA;NA
1403;FC822: Your telephone service is not available. Please switch off your EasyBox for 3 minutes before switching it on again.;FC822: Ihr Telefon-Dienst ist momentan nicht möglich. Bitte trennen Sie die EasyBox für 3 Minuten vom Netzteil;FC822: Şu anda telefon hatınız servis dışı. Lütfen EasyBox´unuzu 3 dakkika eletirikten ayirin. ;FC822: Your telephone service is not available. Please switch off your EasyBox for 3 minutes before switching it on again.;NA;NA;NA;NA
1404;FC870: Your EasyBox is receiving no signal or the signal is too low. Please restore the position of your EasyBox by using the position help.;FC870: Ihre Easybox empfängt kein oder ein zuschwaches Signal. Bitte richten Sie Ihre Easybox neu aus, benutzen Sie dabei die Ausrichthilfe.;FC870: EasyBox´unuz zayıf ve ya hiç sinyal almıyor. Lütfen daha verimli pozisyon bulmak için, pozisyon yardımını kullanın. ;FC870: Your EasyBox is receiving no signal or the signal is too low. Please restore the position of your EasyBox by using the position help.;NA;NA;NA;NA
1405;FC871: Your LTE-SIM-Card had been removed. Please put your LTE-SIM-Card into the card slot.;FC871: Ihre LTE-SIM-Karte wurde entfernt. Bitte stecken Sie Ihre LTE-SIM-Karte in den dafür vorgesehen Steckplatz.;FC871: 4G kartınız çıkarılmıştır. Lütfen 4G kartınızı yine yerine takınız. ;FC871: Your LTE-SIM-Card had been removed. Please put your LTE-SIM-Card into the card slot.;NA;NA;NA;NA
1406;FC872: Your LTE-SIM-Card hadn't been reconized. Please use the correct LTE-SIM-Card.;FC872: Ihre LTE-SIM-Karte wurde nicht erkannt. Bitte benutzen Sie die korrekte LTE-SIM-Karte.;FC872: 4G kartınız tanınmamıştır. Lütfen doğru 4G kartını kullanın. ;FC872: Your LTE-SIM-Card hadn't been reconized. Please use the correct LTE-SIM-Card.;NA;NA;NA;NA
1407;FC873: No connection to the telephone network available right now.;FC873: Die Verbindung zum Telefon-Netz ist momentan nicht möglich.;FC873: Telefon hattına baglantı kurulanmıyor.;FC873: No connection to the telephone network available right now.;NA;NA;NA;NA
1408;FC874: No connection to the telephone network is possible right now. ;FC873: Die Verbindung zum Telefon-Netz ist momentan nicht möglich.;FC874: Telefon hattına baglantı kurulanmıyor.;FC874: No connection to the telephone network is possible right now. ;NA;NA;NA;NA
1409;FC819: An error in your service providers network occured. This error should not have any impact to your connection though.;FC819: Es liegt eine netzinterne Störung vor, welche die Funktion Ihres Anschlusses aber nicht beeinträchtigen dürfte.;FC819: Ağa sistemimizde arza var, ama sizin Telefon hattınızı etkilemiyecektir. ;FC819: An error in your service providers network occured. This error should not have any impact to your connection though.;NA;NA;NA;NA
1410;FC821: One or more telephone numbers of your connection are not available. Please switch off your Easy-Box for 3 minutes before switching it on again.;FC821: Eine oder mehrere Telefonnummern Ihres Anschlusses sind ausser Funktion. Bitte trennen Sie die EasyBox für 3 Minuten vom Netzteil.;FC821: Hattınızda bir ve ya bir kaç telefon numaraları işlemde değildir. Lütfen EasyBox´unuzu 3 dakkika eletirikten ayirin. ;FC821: One or more telephone numbers of your connection are not available. Please switch off your Easy-Box for 3 minutes before switching it on again.;NA;NA;NA;NA
1411;FC830: Status: There's no equipment recognized on theLAN-Ports.;FC830: Status: An den LAN-Ports Ihrer EasyBox wurde kein Gerät erkannt.;FC830: Statü: EasyBox´un LAN girişinde kulanımda olan cihaz bulunmadı.;FC830: Status: There's no equipment recognized on theLAN-Ports.;NA;NA;NA;NA
1412;FC840: Status: Your wireless LAN is currently switched off.;FC840: Status: Das WLAN ist aktuell ausgeschaltet.;FC840: Statü: WiFi şuan kapalı;FC840: Status: Your wireless LAN is currently switched off.;NA;NA;NA;NA
1413;FC860: No UMTS connection available right now.;FC860: Die Verbindung über Surf Sofort Stick ist momentan nicht möglich.;FC860: 3G hattına baglantı kurulanmıyor.;FC860: No UMTS connection available right now.;NA;NA;NA;NA
1414;FC875: No Internet connection available right now.;FC875: Die Verbindung über Surf Sofort Stick ist momentan nicht möglich.;FC875: Internet´e baglantı kurulanmıyor.;FC875: No Internet connection available right now.;NA;NA;NA;NA
1415;FC876: Your EasyBox is receiving no signal or the signal is too low. Please put the device to another place.;FC876: Ihre Easybox empfängt kein oder ein zu schwaches Signal. Bitte ändern Sie den Standort Ihrer EasyBox.;FC876: FC870: EasyBox´unuz zayıf ve ya hiç sinyal almıyor. Lütfen EasyBox´unu daha verm  bir pozisyona getirin. ;FC876: Your EasyBox is receiving no signal or the signal is too low. Please put the device to another place.;NA;NA;NA;NA
1416;FC877: You have reached your montly data volume limit. For extending of the limit please contact the customer hotline.;FC877: Ihr monatliches Datenvolumen wurde überschritten. Bitte wenden Sie an die Kundenhotline.;FC877: Aylık data kontenjanınızı tüketilmiştir. Lütfen müşteri hattını arayın. ;FC877: You have reached your montly data volume limit. For extending of the limit please contact the customer hotline.;NA;NA;NA;NA
1417;FC811: Please check the wiring of your telephone socket and the DSL-connector of your EasyBox.;FC811: Überprüfen Sie bitte die Verkabelung zwischen der Telefondose und der DSL-Buchse an ihrer EasyBox.;FC811: Lütfen EasyBox DSL-soketi ve Telefon kutusunun arasındaki kablolamayı kontrol edin.;FC811: Please check the wiring of your telephone socket and the DSL-connector of your EasyBox.;NA;NA;NA;NA
1418;FC812: Please check the wiring of your telephone socket and the DSL-connector of your EasyBox.;FC812: Überprüfen Sie bitte die Verkabelung zwischen der Telefondose und der DSL-Buchse an ihrer EasyBox.;FC812: Lütfen EasyBox DSL-soketi ve Telefon kutusunun arasındaki kablolamayı kontrol edin.;FC812: Please check the wiring of your telephone socket and the DSL-connector of your EasyBox.;NA;NA;NA;NA
1419;FC813: No connection to the telephone network available now.;FC813: Die Verbindung zum Telefon-Netz ist momentan nicht möglich.;FC813: Telefon hattına baglantı kurulanmıyor.;FC813: No connection to the telephone network available now.;NA;NA;NA;NA
1420;FC814: No connection to the Internet network available right now.;FC814:Die Verbindung ins Internet ist momentan nicht möglich.;FC814: Internete baglantı kurulanmıyor.;FC814: No connection to the Internet network available right now.;NA;NA;NA;NA
1421;FC815: No connection to the telephone network available now.;FC815: Die Verbindung zum Telefon-Netz ist momentan nicht möglich.;FC815: Telefon hattına baglantı kurulanmıyor.;FC815: No connection to the telephone network available now.;NA;NA;NA;NA
1422;FC816: The internet connection is severly disrupted. Please check the wiring to the grey DSL connector of your EasyBox for other electronic devices interference or loose contacts.;FC816: Die Übertragung ins Internet ist erheblich gestört. Bitte kontrollieren Sie die Verkabelung bis zur grauen DSL-Buchse der EasyBox, zum Beispiel auf störende Elektrogeräte oder Wackelkontakte;FC816: Internet baglantısı arzalı. Başka elektronik cihazlar veya gevşek bağlantılar neden olabilir. Lütfen EasyBox gri DSL-soketi arasındaki kabloyu kontrol edin.;FC816: The internet connection is severly disrupted. Please check the wiring to the grey DSL connector of your EasyBox for other electronic devices interference or loose contacts.;NA;NA;NA;NA
1423;FC817: Connection inoperable.;FC817: Der Anschluß ist momentan nicht betriebsbereit.;FC817: Hattınız şu anda hazır değil.;FC817: Connection inoperable.;NA;NA;NA;NA
1424;FC818: No connection to the service provider available. Possibly you are using the EasyBox at a different connection.;FC818: Es kann keine Verbindung zum Netzbetreiber aufgebaut werden. Möglicherweise verwenden Sie die EasyBox an einem fremden Anschluss.;FC818: Hattınız şu anda operatörünize bağlı değil. EasyBox´u yanlış bir hatta kullanıyor olabilirsiniz.;FC818: No connection to the service provider available. Possibly you are using the EasyBox at a different connection.;NA;NA;NA;NA
1425;FC851: No connection to the Vodafone TV service available. Please switch off your EasyBox for 3 minutes before switching it on again.;FC851: Die Verbindung zum Vodafone TV ist momentan nicht möglich. Bitte trennen Sie Ihre EasyBox für 3 Minuten vom Netzteil.;FC851: Vodafone TV´ya baglantı kurulanmıyor. Lütfen EasyBox´u 3 dakkika kapatın.;FC851: No connection to the Vodafone TV service available. Please switch off your EasyBox for 3 minutes before switching it on again.;NA;NA;NA;NA
